end,middle,start
121.4706,60.572599999999994,2.5867
166.0394,54.6303,0
117.1909,60.6687,0
130.6422,54.0828,7.601
121.4428,106.0372,1.1078999999999999
121.8471,53.2262,8.051
113.8497,60.9418,0
114.4856,50.9509,0
130.578,62.811699999999995,0
121.6476,60.8914,0
121.9409,61.3797,0
122.4323,50.7102,10.078800000000001
111.62950000000001,63.11559999999999,0
120.0145,61.2441,0
112.8172,51.671099999999996,9.048399999999999
121.3205,50.5753,0
121.4556,60.7093,2.5604999999999998
119.64070000000001,61.767500000000005,0
121.10210000000001,55.222,0
121.9732,50.8827,0
121.81540000000001,60.6589,0
121.4909,63.587900000000005,0
119.1351,56.726600000000005,0
121.2536,72.1751,0
113.3155,69.5355,0
116.17320000000001,56.421899999999994,0
132.36339999999998,57.6015,0
137.6278,57.9193,0
165.4882,72.28370000000001,0
142.1858,71.411,0
143.9051,73.1191,2.8091
133.82330000000002,92.67649999999999,4.6224
150.48329999999999,82.1775,1.0473
168.2019,64.2299,0.1021
142.7892,70.9411,0
123.5308,60.6862,7.0131000000000006
172.3239,90.84989999999999,2.8465000000000003
153.6887,69.0539,9.188699999999999
132.5754,88.2264,0.9994999999999999
163.17860000000002,63.37329999999999,0
165.3537,66.65390000000001,1.0628
136.5772,80.72699999999999,0
121.4493,79.06240000000001,1.1027
130.6918,69.5021,0
133.5224,58.983000000000004,10.198799999999999
142.79049999999998,71.6541,0
152.5796,61.0319,10.0095
141.2703,71.4725,4.5059000000000005
139.4908,81.697,7.0073
144.5476,64.5867,1.0079
119.7556,61.1416,0
116.67760000000001,55.656200000000005,0
125.1302,56.8443,4.692
111.62610000000001,60.9934,0
122.70309999999999,70.71900000000001,0
126.69949999999999,70.388,0
130.5136,61.8686,0.9999
144.4878,65.6146,1.0662
116.882,53.609700000000004,0
121.4851,61.289,0
135.51409999999998,57.2162,0
127.05659999999999,55.3693,0
125.44830000000002,62.501,0
119.58290000000001,63.631800000000005,0
118.6367,70.8382,0
116.089,70.9748,0
112.2002,61.9621,0
127.55,54.6558,0
131.8476,63.0484,1.4207
114.33699999999999,63.377100000000006,0
117.19319999999999,61.060900000000004,0
129.645,54.432300000000005,0
121.66770000000001,63.0545,1.0587000000000002
111.70280000000001,71.0514,0
124.7601,60.595000000000006,0
119.60990000000001,61.3322,1.1737
121.835,64.0906,2.0095
113.4789,54.4114,9.0518
125.88,57.6487,0
126.18860000000001,60.0189,1.3867
116.3865,60.672,0
124.3939,58.484899999999996,5.5083
122.16390000000001,56.9626,0
118.00380000000001,54.4421,10.1445
124.9282,62.8592,0
123.03020000000001,55.592299999999994,0
121.77449999999999,60.7981,0
121.44919999999999,66.2181,2.0633
124.00120000000001,53.4826,0
112.5206,71.0946,0
125.08250000000001,58.573100000000004,0
112.415,61.0908,10.0535
121.631,53.819199999999995,0
129.8783,60.661300000000004,0
121.7239,60.638600000000004,0
121.1079,71.90820000000001,2.0092
122.6845,55.8601,7.012
118.1391,58.056799999999996,0
130.7174,59.5125,0
115.7933,62.197700000000005,0
